id,type,question,response,sentence,sentence_id,trial_sequence_total,wrong_practice
109,,Was there a heavy suitcase?,1,Christine bought the heavy suitcase.,3020,NA,NA
109,,,NA,Frank didn't find the missing wallet under the table.,3031,NA,NA
109,,Was there a missing wallet under the table?,0.48,Frank didn't find the missing wallet under the table.,3031,NA,NA
109,,,NA,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,NA,NA
109,,Was there a claim that the delivery driver dropped the package on the street?,1,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,NA,NA
109,,,NA,The coach didn't reserve the practice field for the team.,3027,NA,NA
109,,Was there a practice field for the team?,0.99,The coach didn't reserve the practice field for the team.,3027,NA,NA
75,practice_good,,0.99,,NA,0,1
75,practice_bad,,0.01,,NA,0,0
75,,Was there a festival yesterday?,0.99,John didn’t buy anything at the festival yesterday.,NA,NA,NA
75,,,NA,Ben took pictures of the ancient statue.,3007,NA,NA
75,,Was there an ancient statue?,0.99,Ben took pictures of the ancient statue.,3007,NA,NA
75,,,NA,Grace discussed the claim that the nurse gave the wrong medication to a patient.,1095,NA,NA
75,,Was there a claim that the nurse gave the wrong medication to a patient?,0.99,Grace discussed the claim that the nurse gave the wrong medication to a patient.,1095,NA,NA
75,,,NA,The librarian organized the new books on the shelf.,3003,NA,NA
75,,Were there new books on the shelf?,0.99,The librarian organized the new books on the shelf.,3003,NA,NA
75,,,NA,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
75,,Were there fresh vegetables at the supermarket?,0.99,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
75,,,NA,Nora didn’t discuss the claim that the scientist discovered an error in the final experiment.,1076,NA,NA
75,,Was there a claim that the scientist discovered an error in the final experiment?,0.99,Nora didn’t discuss the claim that the scientist discovered an error in the final experiment.,1076,NA,NA
75,,,NA,Anna didn't water the plants on the balcony.,3012,NA,NA
75,,Were there plants on the balcony?,1,Anna didn't water the plants on the balcony.,3012,NA,NA
75,,,NA,The professor didn't update the lecture slides online.,3016,NA,NA
75,,Were there lecture slides online?,1,The professor didn't update the lecture slides online.,3016,NA,NA
75,,,NA,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,NA,NA
75,,Was there a claim that the author deleted a chapter from the final draft?,0.99,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,NA,NA
75,,,NA,The teacher didn't post the new schedule on the board.,3013,NA,NA
75,,Was there a new schedule on the board?,0,The teacher didn't post the new schedule on the board.,3013,NA,NA
75,,,NA,The hikers didn't catch the rare bird near the lake.,3014,NA,NA
75,,Was there a rare bird near the lake?,0.98,The hikers didn't catch the rare bird near the lake.,3014,NA,NA
75,,,NA,Emma discussed the claim that the neighbor played loud music after midnight.,1055,NA,NA
75,,Was there a claim that the neighbor played loud music after midnight?,0.99,Emma discussed the claim that the neighbor played loud music after midnight.,1055,NA,NA
75,,,NA,The student read the new history book in the library.,3001,NA,NA
75,,Was there a new history book in the library?,0.99,The student read the new history book in the library.,3001,NA,NA
75,filler_bad,,0.01,Why did raining was when the kids outside played?,2022,NA,NA
75,acceptability,,0,What did Jason discuss the claim that the committee rejected without review?,1241,NA,NA
75,filler_good,,0.99,Which picture did the curator hang in the gallery?,2006,NA,NA
75,filler_good,,0.99,Where did the children hide the treasure?,2004,NA,NA
75,acceptability,,0.99,Who claimed that the airline canceled the morning flight to Chicago?,1034,NA,NA
75,filler_bad,,0.02,Which song that the band to rehearsed never finished was?,2032,NA,NA
75,filler_bad,,0.01,What did the neighbor that barking dog kept complain about nobody?,2020,NA,NA
75,acceptability,,0.5,Who discussed the claim that the reporter misquoted the politician in the article?,1132,NA,NA
75,filler_bad,,0,Who the doctor that nervous looked yesterday treated did?,2021,NA,NA
75,filler_good,,0.99,Which book did Maya finish last night?,2003,NA,NA
75,acceptability,,0.7,What did Chloe claim that the chef burned during the dinner service?,1213,NA,NA
75,filler_good,,0.99,What did Wendy bake for the party?,2001,NA,NA
75,filler_good,,0.99,Whose jacket did Alex find in the library?,2011,NA,NA
75,acceptability,,0.57,Who discussed the claim that the bus driver skipped several stops during the morning route?,1082,NA,NA
75,filler_bad,,0,Where the suitcase that broken handle had left was did you?,2027,NA,NA
75,filler_good,,0.99,When did the train leave the station?,2013,NA,NA
75,acceptability,,0.98,Who claimed that the photographer lost the camera during the trip?,1154,NA,NA
75,filler_bad,,0,What the letter that important very was mailed nobody did?,2028,NA,NA
75,filler_bad,,0.02,Who did the chair that broken completely sat on the chair?,2023,NA,NA
75,acceptability,,0,What did Katie discuss the claim that the cat knocked over?,1021,NA,NA
75,filler_good,,0.97,Who did Liam invite to the picnic?,2002,NA,NA
75,filler_bad,,0.02,When the cat jumped that scared loudly the child was?,2019,NA,NA
75,acceptability,,0.98,What did John claim that the bakery shop would serve tomorrow?,1013,NA,NA
75,filler_good,,1,Which song did the band play as an encore?,2012,NA,NA
75,filler_good,,0.99,Where did the neighbors see the comet last night?,2007,NA,NA
75,acceptability,,0.99,Who claimed that the company released the new software ahead of schedule?,1194,NA,NA
75,filler_good,,0.99,Which cookies did the baker put on the tray?,2014,NA,NA
75,filler_good,,0.99,Which movie did Carla watch on Friday?,2009,NA,NA
75,acceptability,,0.54,What did the landlord claim that the plumber fixed before the inspection?,1203,NA,NA
75,filler_bad,,0,Why the waiter spilled was everyone the coffee laughing?,2031,NA,NA
75,filler_bad,,0,What the tourists taking photos were of shouting did confuse?,2018,NA,NA
75,acceptability,,0.54,Who discussed the claim that the gardener planted flowers near the fence?,1112,NA,NA
75,filler_bad,,0.03,Who did the rumor that dancing liked nobody believe?,2017,NA,NA
75,filler_good,,0.98,What did the mechanic replace in the engine?,2008,NA,NA
75,acceptability,,0.45,What did Julia discuss the claim that the babysitter forgot to pick up after school?,1061,NA,NA
75,filler_bad,,0.02,Which restaurant the friends to last summer went closing is now did?,2025,NA,NA
75,filler_good,,0.99,Where did the hikers set up their tent?,2010,NA,NA
75,acceptability,,0.01,What did the curator discuss the claim that the museum restored?,1101,NA,NA
75,filler_bad,,0.01,Who the manager said forgot did the keys actually?,2030,NA,NA
75,filler_good,,0.98,Who did the coach choose as captain?,2015,NA,NA
75,acceptability,,0.99,Who claimed that the lawyer filed the report too late?,1234,NA,NA
75,filler_good,,0.99,What did the barista spill on the counter?,2005,NA,NA
75,filler_good,,0.99,What did the cat knock off the shelf?,2016,NA,NA
75,acceptability,,0.99,What did Ethan claim that the scientist developed in the new lab?,1223,NA,NA
75,filler_bad,,0.01,Why the pilot said turbulence during was everyone panicking?,2024,NA,NA
75,filler_bad,,0,What did seem the girl that crying was in the hallway?,2029,NA,NA
75,acceptability,,0.48,Who discussed the claim that the delivery driver dropped the package on the street?,1182,NA,NA
75,filler_bad,,0,Who the bride during crying was the ceremony guests smiling did?,2026,NA,NA
75,,,NA,The musician tuned the old piano in the practice hall.,3018,NA,NA
75,,Was there an old piano in the practice hall?,0.98,The musician tuned the old piano in the practice hall.,3018,NA,NA
75,,,NA,Olivia discussed the claim that the secretary sent the report to the wrong department.,1175,NA,NA
75,,Was there a claim that the secretary sent the report to the wrong department?,0.98,Olivia discussed the claim that the secretary sent the report to the wrong department.,1175,NA,NA
75,,,NA,Christine didn't buy the heavy suitcase.,3028,NA,NA
75,,Was there a heavy suitcase?,1,Christine didn't buy the heavy suitcase.,3028,NA,NA
75,,,NA,The assistant didn't label the confidential folders in the archive.,3030,NA,NA
75,,Were there confidential folders in the archive?,0.99,The assistant didn't label the confidential folders in the archive.,3030,NA,NA
75,,,NA,Kevin didn’t discuss the claim that the chef added too much salt to the soup by mistake.,1146,NA,NA
75,,Was there a claim that the chef added too much salt to the soup by mistake?,0.99,Kevin didn’t discuss the claim that the chef added too much salt to the soup by mistake.,1146,NA,NA
75,,,NA,The clerk sorted the returned packages at the counter.,3024,NA,NA
75,,Were there returned packages at the counter?,0.99,The clerk sorted the returned packages at the counter.,3024,NA,NA
75,,,NA,Frank found the missing wallet under the table.,3023,NA,NA
75,,Was there a missing wallet under the table?,0.99,Frank found the missing wallet under the table.,3023,NA,NA
75,,,NA,Michael didn’t discuss the claim that the mechanic fixed the car after the accident.,1046,NA,NA
75,,Was there a claim that the mechanic fixed the car after the accident?,1,Michael didn’t discuss the claim that the mechanic fixed the car after the accident.,1046,NA,NA
75,,,NA,The journalist reviewed the important documents in the office.,3017,NA,NA
75,,Were there important documents in the office?,0.98,The journalist reviewed the important documents in the office.,3017,NA,NA
75,,,NA,The coach didn't reserve the practice field for the team.,3027,NA,NA
75,,Was there a practice field for the team?,0.99,The coach didn't reserve the practice field for the team.,3027,NA,NA
75,,,NA,The manager discussed the claim that the café overcharged the customer for coffee.,1125,NA,NA
75,,Was there a claim that the café overcharged the customer for coffee?,1,The manager discussed the claim that the café overcharged the customer for coffee.,1125,NA,NA
75,,,NA,Maria didn't polish the silver jewelry in the display case.,3029,NA,NA
75,,Was there silver jewelry in the display case?,0.98,Maria didn't polish the silver jewelry in the display case.,3029,NA,NA
163,practice_good,,0.95,,NA,0,0
163,practice_bad,,0.03,,NA,0,0
163,,Was there a festival yesterday?,0.98,John didn’t buy anything at the festival yesterday.,NA,NA,NA
163,,,NA,The professor didn't update the lecture slides online.,3016,NA,NA
163,,Were there lecture slides online?,0.98,The professor didn't update the lecture slides online.,3016,NA,NA
163,,,NA,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,NA,NA
163,,Was there a claim that the neighbor played loud music after midnight?,0.97,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,NA,NA
163,,,NA,The hikers caught the rare bird near the lake.,3006,NA,NA
163,,Was there a rare bird near the lake?,0.96,The hikers caught the rare bird near the lake.,3006,NA,NA
163,,,NA,The student didn't read the new history book in the library.,3009,NA,NA
163,,Was there a new history book in the library?,0.5,The student didn't read the new history book in the library.,3009,NA,NA
163,,,NA,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,NA,NA
163,,Was there a claim that the gardener planted flowers near the fence?,0.96,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,NA,NA
163,,,NA,The teacher didn't post the new schedule on the board.,3013,NA,NA
163,,Was there a new schedule on the board?,0.03,The teacher didn't post the new schedule on the board.,3013,NA,NA
163,,,NA,Ben took pictures of the ancient statue.,3007,NA,NA
163,,Was there an ancient statue?,0.97,Ben took pictures of the ancient statue.,3007,NA,NA
163,,,NA,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,NA,NA
163,,Was there a claim that the babysitter forgot to pick up the children after school?,0.96,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,NA,NA
163,,,NA,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
163,,Were there fresh vegetables at the supermarket?,0.95,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
163,,,NA,Anna watered the plants on the balcony.,3004,NA,NA
163,,Were there plants on the balcony?,0.97,Anna watered the plants on the balcony.,3004,NA,NA
163,,,NA,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,NA,NA
163,,Was there a claim that the bus driver skipped several stops during the morning route?,0.98,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,NA,NA
163,,,NA,The librarian didn't organize the new books on the shelf.,3011,NA,NA
163,,Were there new books on the shelf?,0.94,The librarian didn't organize the new books on the shelf.,3011,NA,NA
163,filler_good,,0.98,Which movie did Carla watch on Friday?,2009,NA,NA
163,acceptability,,0.91,Who claimed that the reporter misquoted the politician in the article?,1134,NA,NA
163,filler_good,,0.97,Who did Liam invite to the picnic?,2002,NA,NA
163,filler_bad,,0.06,Why the pilot said turbulence during was everyone panicking?,2024,NA,NA
163,acceptability,,0.94,Who discussed the claim that the company released the new software ahead of schedule?,1192,NA,NA
163,filler_bad,,0.02,When the cat jumped that scared loudly the child was?,2019,NA,NA
163,filler_good,,0.97,What did the cat knock off the shelf?,2016,NA,NA
163,acceptability,,0.92,What did Kevin claim that the chef added to the soup by mistake?,1143,NA,NA
163,filler_bad,,0.04,Who the bride during crying was the ceremony guests smiling did?,2026,NA,NA
163,filler_good,,0.97,Which picture did the curator hang in the gallery?,2006,NA,NA
163,acceptability,,0.09,What did Katie discuss the claim that the cat knocked over?,1021,NA,NA
163,filler_bad,,0.06,Which song that the band to rehearsed never finished was?,2032,NA,NA
163,filler_bad,,0.12,Why did raining was when the kids outside played?,2022,NA,NA
163,acceptability,,0.98,What did the curator claim that the museum restored?,1103,NA,NA
163,filler_bad,,0,What the letter that important very was mailed nobody did?,2028,NA,NA
163,filler_good,,0.95,What did the mechanic replace in the engine?,2008,NA,NA
163,acceptability,,0.88,Who discussed the claim that the plumber fixed the leak before the inspection?,1202,NA,NA
163,filler_good,,0.98,Which book did Maya finish last night?,2003,NA,NA
163,filler_good,,0.99,Where did the hikers set up their tent?,2010,NA,NA
163,acceptability,,0.96,Who claimed that the author deleted a chapter from the final draft?,1164,NA,NA
163,filler_bad,,0.02,What did the neighbor that barking dog kept complain about nobody?,2020,NA,NA
163,filler_good,,0.97,Where did the neighbors see the comet last night?,2007,NA,NA
163,acceptability,,0.08,What did Grace discuss the claim that the nurse gave to a patient?,1091,NA,NA
163,filler_bad,,0.02,Where the suitcase that broken handle had left was did you?,2027,NA,NA
163,filler_good,,0.99,When did the train leave the station?,2013,NA,NA
163,acceptability,,0.32,What did the manager claim that the café overcharged for coffee?,1123,NA,NA
163,filler_good,,0.99,Whose jacket did Alex find in the library?,2011,NA,NA
163,filler_bad,,0.05,Why the waiter spilled was everyone the coffee laughing?,2031,NA,NA
163,acceptability,,0.09,What did Ben discuss the claim that the delivery driver dropped on the street?,1181,NA,NA
163,filler_bad,,0.02,What the tourists taking photos were of shouting did confuse?,2018,NA,NA
163,filler_good,,0.98,Which song did the band play as an encore?,2012,NA,NA
163,acceptability,,0.96,Who discussed the claim that the airline canceled the morning flight to Chicago?,1032,NA,NA
163,filler_bad,,0.02,Who the doctor that nervous looked yesterday treated did?,2021,NA,NA
163,filler_bad,,0.02,Who the manager said forgot did the keys actually?,2030,NA,NA
163,acceptability,,0.98,Who claimed that the secretary sent the report to the wrong department?,1174,NA,NA
163,filler_good,,0.98,Which cookies did the baker put on the tray?,2014,NA,NA
163,filler_good,,0.99,What did the barista spill on the counter?,2005,NA,NA
163,acceptability,,0.95,Who claimed that the chef burned the steak during the dinner service?,1214,NA,NA
163,filler_bad,,0.03,Who did the rumor that dancing liked nobody believe?,2017,NA,NA
163,filler_good,,0.98,Who did the coach choose as captain?,2015,NA,NA
163,acceptability,,0.95,What did Michael claim that the mechanic fixed after the accident?,1043,NA,NA
163,filler_bad,,0.01,Who did the chair that broken completely sat on the chair?,2023,NA,NA
163,filler_bad,,0.01,What did seem the girl that crying was in the hallway?,2029,NA,NA
163,acceptability,,0.95,Who discussed the claim that the photographer lost the camera during the trip?,1152,NA,NA
163,filler_good,,0.98,Where did the children hide the treasure?,2004,NA,NA
163,filler_good,,0.99,What did Wendy bake for the party?,2001,NA,NA
163,acceptability,,0.02,What did Ethan discuss the claim that the scientist developed in the new lab?,1221,NA,NA
163,filler_bad,,0.01,Which restaurant the friends to last summer went closing is now did?,2025,NA,NA
163,,,NA,The coach didn't reserve the practice field for the team.,3027,NA,NA
163,,Was there a practice field for the team?,0.47,The coach didn't reserve the practice field for the team.,3027,NA,NA
163,,,NA,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,NA,NA
163,,Was there a claim that the lawyer filed the report too late?,0.98,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,NA,NA
163,,,NA,The clerk didn't sort the returned packages at the counter.,3032,NA,NA
163,,Were there returned packages at the counter?,0.49,The clerk didn't sort the returned packages at the counter.,3032,NA,NA
163,,,NA,The assistant didn't label the confidential folders in the archive.,3030,NA,NA
163,,Were there confidential folders in the archive?,0.97,The assistant didn't label the confidential folders in the archive.,3030,NA,NA
163,,,NA,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,NA,NA
163,,Was there a claim that the committee rejected the proposal without review?,0.97,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,NA,NA
163,,,NA,The musician tuned the old piano in the practice hall.,3018,NA,NA
163,,Was there an old piano in the practice hall?,0.98,The musician tuned the old piano in the practice hall.,3018,NA,NA
163,,,NA,Frank found the missing wallet under the table.,3023,NA,NA
163,,Was there a missing wallet under the table?,0.99,Frank found the missing wallet under the table.,3023,NA,NA
163,,,NA,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,NA,NA
163,,Was there a claim that the scientist discovered an error in the final experiment?,0.97,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,NA,NA
163,,,NA,The journalist reviewed the important documents in the office.,3017,NA,NA
163,,Were there important documents in the office?,0.98,The journalist reviewed the important documents in the office.,3017,NA,NA
163,,,NA,Christine bought the heavy suitcase.,3020,NA,NA
163,,Was there a heavy suitcase?,0.98,Christine bought the heavy suitcase.,3020,NA,NA
163,,,NA,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,NA,NA
163,,Was there a claim that the bakery shop would serve donuts tomorrow?,0.97,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,NA,NA
163,,,NA,Maria didn't polish the silver jewelry in the display case.,3029,NA,NA
163,,Was there silver jewelry in the display case?,0.76,Maria didn't polish the silver jewelry in the display case.,3029,NA,NA
171,practice_good,,0.84,,NA,0,1
171,practice_bad,,0.01,,NA,0,0
171,,Was there a festival yesterday?,0.99,John didn’t buy anything at the festival yesterday.,NA,NA,NA
171,,,NA,The professor updated the lecture slides online.,3008,NA,NA
171,,Were there lecture slides online?,0.98,The professor updated the lecture slides online.,3008,NA,NA
171,,,NA,Liam didn’t discuss the claim that the bus driver skipped several stops during the morning route.,1086,NA,NA
171,,Was there a claim that the bus driver skipped several stops during the morning route?,0.98,Liam didn’t discuss the claim that the bus driver skipped several stops during the morning route.,1086,NA,NA
171,,,NA,Ben took pictures of the ancient statue.,3007,NA,NA
171,,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,NA,NA
171,,,NA,The hikers didn't catch the rare bird near the lake.,3014,NA,NA
171,,Was there a rare bird near the lake?,0.98,The hikers didn't catch the rare bird near the lake.,3014,NA,NA
171,,,NA,Hannah discussed the claim that the lawyer filed the report too late.,1235,NA,NA
171,,Was there a claim that the lawyer filed the report too late?,0.98,Hannah discussed the claim that the lawyer filed the report too late.,1235,NA,NA
171,,,NA,The teacher posted the new schedule on the board.,3005,NA,NA
171,,Was there a new schedule on the board?,0.97,The teacher posted the new schedule on the board.,3005,NA,NA
171,,,NA,The librarian didn't organize the new books on the shelf.,3011,NA,NA
171,,Were there new books on the shelf?,0.01,The librarian didn't organize the new books on the shelf.,3011,NA,NA
171,,,NA,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,NA,NA
171,,Was there a claim that the bakery shop would serve donuts tomorrow?,0.98,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,NA,NA
171,,,NA,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
171,,Were there fresh vegetables at the supermarket?,0.98,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
171,,,NA,The student didn't read the new history book in the library.,3009,NA,NA
171,,Was there a new history book in the library?,0.75,The student didn't read the new history book in the library.,3009,NA,NA
171,,,NA,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,NA,NA
171,,Was there a claim that the neighbor played loud music after midnight?,0.99,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,NA,NA
171,,,NA,Anna didn't water the plants on the balcony.,3012,NA,NA
171,,Were there plants on the balcony?,0.86,Anna didn't water the plants on the balcony.,3012,NA,NA
171,filler_bad,,0.03,What did the neighbor that barking dog kept complain about nobody?,2020,NA,NA
171,acceptability,,0.96,What did Michael claim that the mechanic fixed after the accident?,1043,NA,NA
171,filler_bad,,0.02,What did seem the girl that crying was in the hallway?,2029,NA,NA
171,filler_good,,0.98,What did the mechanic replace in the engine?,2008,NA,NA
171,acceptability,,0.99,Who discussed the claim that the airline canceled the morning flight to Chicago?,1032,NA,NA
171,filler_good,,0.99,What did the barista spill on the counter?,2005,NA,NA
171,filler_bad,,0.02,Why the waiter spilled was everyone the coffee laughing?,2031,NA,NA
171,acceptability,,0.48,What did Jason discuss the claim that the committee rejected without review?,1241,NA,NA
171,filler_good,,1,Who did the coach choose as captain?,2015,NA,NA
171,filler_bad,,0.01,Why the pilot said turbulence during was everyone panicking?,2024,NA,NA
171,acceptability,,0.99,Who claimed that the museum restored the painting?,1104,NA,NA
171,filler_good,,1,Which picture did the curator hang in the gallery?,2006,NA,NA
171,filler_good,,1,Who did Liam invite to the picnic?,2002,NA,NA
171,acceptability,,0.16,What did Julia discuss the claim that the babysitter forgot to pick up after school?,1061,NA,NA
171,filler_good,,1,Where did the children hide the treasure?,2004,NA,NA
171,filler_good,,1,Where did the hikers set up their tent?,2010,NA,NA
171,acceptability,,1,Who claimed that the café overcharged the customer for coffee?,1124,NA,NA
171,filler_bad,,0.01,Where the suitcase that broken handle had left was did you?,2027,NA,NA
171,filler_bad,,0.07,Who the manager said forgot did the keys actually?,2030,NA,NA
171,acceptability,,1,What did Thomas claim that the author deleted from the final draft?,1163,NA,NA
171,filler_bad,,0,When the cat jumped that scared loudly the child was?,2019,NA,NA
171,filler_good,,1,What did Wendy bake for the party?,2001,NA,NA
171,acceptability,,1,Who discussed the claim that the plumber fixed the leak before the inspection?,1202,NA,NA
171,filler_bad,,0.01,Who the doctor that nervous looked yesterday treated did?,2021,NA,NA
171,filler_bad,,0.01,Which restaurant the friends to last summer went closing is now did?,2025,NA,NA
171,acceptability,,0.99,Who discussed the claim that the cat knocked over the vase?,1022,NA,NA
171,filler_bad,,0.01,Who did the chair that broken completely sat on the chair?,2023,NA,NA
171,filler_good,,1,Which cookies did the baker put on the tray?,2014,NA,NA
171,acceptability,,0.86,What did Olivia claim that the secretary sent to the wrong department?,1173,NA,NA
171,filler_good,,1,Which book did Maya finish last night?,2003,NA,NA
171,filler_bad,,0.03,Which song that the band to rehearsed never finished was?,2032,NA,NA
171,acceptability,,0.97,Who claimed that the nurse gave the wrong medication to a patient?,1094,NA,NA
171,filler_good,,0.98,Whose jacket did Alex find in the library?,2011,NA,NA
171,filler_good,,0.99,Which movie did Carla watch on Friday?,2009,NA,NA
171,acceptability,,0.1,What did Nora discuss the claim that the scientist discovered in the final experiment?,1071,NA,NA
171,filler_bad,,0.02,What the tourists taking photos were of shouting did confuse?,2018,NA,NA
171,filler_good,,1,What did the cat knock off the shelf?,2016,NA,NA
171,acceptability,,0.39,What did Ben discuss the claim that the delivery driver dropped on the street?,1181,NA,NA
171,filler_good,,1,Which song did the band play as an encore?,2012,NA,NA
171,filler_bad,,0.01,Who the bride during crying was the ceremony guests smiling did?,2026,NA,NA
171,acceptability,,1,Who discussed the claim that the reporter misquoted the politician in the article?,1132,NA,NA
171,filler_bad,,0.01,What the letter that important very was mailed nobody did?,2028,NA,NA
171,filler_bad,,0.38,Who did the rumor that dancing liked nobody believe?,2017,NA,NA
171,acceptability,,1,Who claimed that the photographer lost the camera during the trip?,1154,NA,NA
171,filler_good,,1,Where did the neighbors see the comet last night?,2007,NA,NA
171,filler_bad,,0.01,Why did raining was when the kids outside played?,2022,NA,NA
171,acceptability,,1,What did Kevin claim that the chef added to the soup by mistake?,1143,NA,NA
171,filler_good,,1,When did the train leave the station?,2013,NA,NA
171,,,NA,Christine didn't buy the heavy suitcase.,3028,NA,NA
171,,Was there a heavy suitcase?,0.98,Christine didn't buy the heavy suitcase.,3028,NA,NA
171,,,NA,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,NA,NA
171,,Was there a claim that the scientist developed a vaccine in the new lab?,1,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,NA,NA
171,,,NA,The journalist reviewed the important documents in the office.,3017,NA,NA
171,,Were there important documents in the office?,1,The journalist reviewed the important documents in the office.,3017,NA,NA
171,,,NA,The coach didn't reserve the practice field for the team.,3027,NA,NA
171,,Was there a practice field for the team?,0.92,The coach didn't reserve the practice field for the team.,3027,NA,NA
171,,,NA,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,NA,NA
171,,Was there a claim that the gardener planted flowers near the fence?,0.98,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,NA,NA
171,,,NA,Maria polished the silver jewelry in the display case.,3021,NA,NA
171,,Was there silver jewelry in the display case?,1,Maria polished the silver jewelry in the display case.,3021,NA,NA
171,,,NA,The clerk sorted the returned packages at the counter.,3024,NA,NA
171,,Were there returned packages at the counter?,0.84,The clerk sorted the returned packages at the counter.,3024,NA,NA
171,,,NA,Megan discussed the claim that the company released the new software ahead of schedule.,1195,NA,NA
171,,Was there a claim that the company released the new software ahead of schedule?,1,Megan discussed the claim that the company released the new software ahead of schedule.,1195,NA,NA
171,,,NA,Frank didn't find the missing wallet under the table.,3031,NA,NA
171,,Was there a missing wallet under the table?,0.02,Frank didn't find the missing wallet under the table.,3031,NA,NA
171,,,NA,The assistant labeled the confidential folders in the archive.,3022,NA,NA
171,,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,NA,NA
171,,,NA,Chloe discussed the claim that the chef burned the steak during the dinner service.,1215,NA,NA
171,,Was there a claim that the chef burned the steak during the dinner service?,0.99,Chloe discussed the claim that the chef burned the steak during the dinner service.,1215,NA,NA
171,,,NA,The musician didn't tune the old piano in the practice hall.,3026,NA,NA
171,,Was there an old piano in the practice hall?,0.74,The musician didn't tune the old piano in the practice hall.,3026,NA,NA
245,practice_good,,0.95,,NA,0,0
245,practice_bad,,0.01,,NA,0,1
245,,Was there a festival yesterday?,0.97,John didn’t buy anything at the festival yesterday.,NA,NA,NA
245,,,NA,The librarian organized the new books on the shelf.,3003,NA,NA
245,,Were there new books on the shelf?,0.97,The librarian organized the new books on the shelf.,3003,NA,NA
245,,,NA,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,NA,NA
245,,Was there a claim that the bus driver skipped several stops during the morning route?,0.97,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,NA,NA
245,,,NA,The student didn't read the new history book in the library.,3009,NA,NA
245,,Was there a new history book in the library?,0.97,The student didn't read the new history book in the library.,3009,NA,NA
245,,,NA,The hikers caught the rare bird near the lake.,3006,NA,NA
245,,Was there a rare bird near the lake?,0.93,The hikers caught the rare bird near the lake.,3006,NA,NA
245,,,NA,Megan discussed the claim that the company released the new software ahead of schedule.,1195,NA,NA
245,,Was there a claim that the company released the new software ahead of schedule?,0.97,Megan discussed the claim that the company released the new software ahead of schedule.,1195,NA,NA
245,,,NA,Anna didn't water the plants on the balcony.,3012,NA,NA
245,,Were there plants on the balcony?,0.82,Anna didn't water the plants on the balcony.,3012,NA,NA
245,,,NA,The professor didn't update the lecture slides online.,3016,NA,NA
245,,Were there lecture slides online?,0.85,The professor didn't update the lecture slides online.,3016,NA,NA
245,,,NA,The manager didn’t discuss the claim that the café overcharged the customer for coffee.,1126,NA,NA
245,,Was there a claim that the café overcharged the customer for coffee?,0.79,The manager didn’t discuss the claim that the café overcharged the customer for coffee.,1126,NA,NA
245,,,NA,The teacher didn't post the new schedule on the board.,3013,NA,NA
245,,Was there a new schedule on the board?,0.83,The teacher didn't post the new schedule on the board.,3013,NA,NA
245,,,NA,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
245,,Were there fresh vegetables at the supermarket?,0.96,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
245,,,NA,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,NA,NA
245,,Was there a claim that the scientist developed a vaccine in the new lab?,0.71,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,NA,NA
245,,,NA,Ben took pictures of the ancient statue.,3007,NA,NA
