,workerid,dependency_length,item_type,lexicalization,order,response,sentence,sentence_id,structure
4059,213,,filler_good,NA,51,0.96,What did Wendy bake for the party?,2001,
4060,213,,filler_good,NA,52,0.95,Whose jacket did Alex find in the library?,2011,
4061,213,short,acceptability,5,53,0.97,Who claimed that the neighbor played loud music after midnight?,1054,nonisland
4062,213,,filler_bad,NA,54,0.03,Why did raining was when the kids outside played?,2022,
4063,213,,filler_bad,NA,55,0,Who the doctor that nervous looked yesterday treated did?,2021,
4064,213,short,acceptability,1,56,1,Who discussed the claim that the bakery shop would serve donuts tomorrow?,1012,island
4065,213,,filler_bad,NA,57,0.03,Why the pilot said turbulence during was everyone panicking?,2024,
4066,213,,filler_bad,NA,58,0.04,Where the suitcase that broken handle had left was did you?,2027,
4067,213,long,acceptability,10,59,0.01,What did the curator discuss the claim that the museum restored?,1101,island
4068,213,,filler_good,NA,60,0.98,Which movie did Carla watch on Friday?,2009,
4069,213,,filler_good,NA,61,0.99,When did the train leave the station?,2013,
4070,213,short,acceptability,3,62,0.97,Who discussed the claim that the airline canceled the morning flight to Chicago?,1032,island
4071,213,,filler_good,NA,63,0.99,Which picture did the curator hang in the gallery?,2006,
4072,213,,filler_bad,NA,64,0.06,What did the neighbor that barking dog kept complain about nobody?,2020,
4073,213,long,acceptability,12,65,0.98,What did the manager claim that the café overcharged for coffee?,1123,nonisland
4074,213,,filler_bad,NA,66,0.1,What the tourists taking photos were of shouting did confuse?,2018,
4075,213,,filler_bad,NA,67,0.01,What did seem the girl that crying was in the hallway?,2029,
4076,213,short,acceptability,4,68,0.99,Who claimed that the mechanic fixed the car after the accident?,1044,nonisland
4077,213,,filler_good,NA,69,0.98,What did the cat knock off the shelf?,2016,
4078,213,,filler_good,NA,70,0.97,Where did the neighbors see the comet last night?,2007,
4079,213,long,acceptability,13,71,0.01,What did Laura discuss the claim that the reporter misquoted in the article?,1131,island
4080,213,,filler_bad,NA,72,0.09,When the cat jumped that scared loudly the child was?,2019,
4081,274,,filler_bad,NA,25,0,Which restaurant the friends to last summer went closing is now did?,2025,
4082,274,long,acceptability,22,26,0,What did Ethan discuss the claim that the scientist developed in the new lab?,1221,island
4083,274,,filler_bad,NA,27,0,Who did the rumor that dancing liked nobody believe?,2017,
4084,274,,filler_good,NA,28,1,Which picture did the curator hang in the gallery?,2006,
4085,274,short,acceptability,10,29,1,Who claimed that the museum restored the painting?,1104,nonisland
4086,274,,filler_bad,NA,30,0,What did the neighbor that barking dog kept complain about nobody?,2020,
4087,274,,filler_bad,NA,31,0,Which song that the band to rehearsed never finished was?,2032,
4088,274,short,acceptability,23,32,1,Who discussed the claim that the lawyer filed the report too late?,1232,island
4089,274,,filler_good,NA,33,1,What did the barista spill on the counter?,2005,
4090,274,,filler_good,NA,34,1,Which book did Maya finish last night?,2003,
4091,274,long,acceptability,7,35,1,What did Nora claim that the scientist discovered in the final experiment?,1073,nonisland
4092,274,,filler_good,NA,36,1,Which song did the band play as an encore?,2012,
4093,274,,filler_good,NA,37,1,Where did the children hide the treasure?,2004,
4094,274,short,acceptability,20,38,1,Who claimed that the plumber fixed the leak before the inspection?,1204,nonisland
4095,274,,filler_good,NA,39,1,Who did the coach choose as captain?,2015,
4096,274,,filler_bad,NA,40,0,When the cat jumped that scared loudly the child was?,2019,
4097,274,long,acceptability,14,41,0,What did Kevin discuss the claim that the chef added to the soup by mistake?,1141,island
4098,274,,filler_good,NA,42,1,What did the mechanic replace in the engine?,2008,
4099,274,,filler_bad,NA,43,0,Who did the chair that broken completely sat on the chair?,2023,
4100,274,long,acceptability,17,44,1,What did Olivia claim that the secretary sent to the wrong department?,1173,nonisland
4101,274,,filler_bad,NA,45,0,Who the doctor that nervous looked yesterday treated did?,2021,
4102,274,,filler_good,NA,46,1,What did Wendy bake for the party?,2001,
4103,274,short,acceptability,4,47,1,Who discussed the claim that the mechanic fixed the car after the accident?,1042,island
4104,274,,filler_bad,NA,48,0,Why did raining was when the kids outside played?,2022,
4105,274,,filler_bad,NA,49,0,What the tourists taking photos were of shouting did confuse?,2018,
4106,274,long,acceptability,18,50,0,What did Ben discuss the claim that the delivery driver dropped on the street?,1181,island
4107,274,,filler_good,NA,51,1,Whose jacket did Alex find in the library?,2011,
4108,274,,filler_good,NA,52,1,What did the cat knock off the shelf?,2016,
4109,274,long,acceptability,2,53,1,What did Katie claim that the cat knocked over?,1023,nonisland
4110,274,,filler_bad,NA,54,0,Where the suitcase that broken handle had left was did you?,2027,
4111,274,,filler_bad,NA,55,0,What did seem the girl that crying was in the hallway?,2029,
4112,274,short,acceptability,15,56,1,Who claimed that the photographer lost the camera during the trip?,1154,nonisland
4113,274,,filler_good,NA,57,1,Where did the neighbors see the comet last night?,2007,
4114,274,,filler_bad,NA,58,0,What the letter that important very was mailed nobody did?,2028,
4115,274,short,acceptability,24,59,1,Who discussed the claim that the committee rejected the proposal without review?,1242,island
4116,274,,filler_good,NA,60,1,Which movie did Carla watch on Friday?,2009,
4117,274,,filler_good,NA,61,1,Which cookies did the baker put on the tray?,2014,
4118,274,short,acceptability,9,62,1,Who discussed the claim that the nurse gave the wrong medication to a patient?,1092,island
4119,274,,filler_bad,NA,63,0,Why the waiter spilled was everyone the coffee laughing?,2031,
4120,274,,filler_bad,NA,64,0,Who the manager said forgot did the keys actually?,2030,
4121,274,long,acceptability,5,65,1,What did Emma claim that the neighbor played after midnight?,1053,nonisland
4122,274,,filler_bad,NA,66,0,Why the pilot said turbulence during was everyone panicking?,2024,
4123,274,,filler_good,NA,67,1,When did the train leave the station?,2013,
4124,274,long,acceptability,12,68,0,What did the manager discuss the claim that the café overcharged for coffee?,1121,island
4125,274,,filler_good,NA,69,1,Who did Liam invite to the picnic?,2002,
4126,274,,filler_bad,NA,70,0,Who the bride during crying was the ceremony guests smiling did?,2026,
4127,274,short,acceptability,19,71,1,Who claimed that the company released the new software ahead of schedule?,1194,nonisland
4128,274,,filler_good,NA,72,1,Where did the hikers set up their tent?,2010,
4129,205,,filler_bad,NA,25,0.08,Which song that the band to rehearsed never finished was?,2032,
4130,205,short,acceptability,22,26,1,Who discussed the claim that the scientist developed a vaccine in the new lab?,1222,island
4131,205,,filler_good,NA,27,1,Which picture did the curator hang in the gallery?,2006,
4132,205,,filler_good,NA,28,1,Who did Liam invite to the picnic?,2002,
4133,205,long,acceptability,17,29,0,What did Olivia discuss the claim that the secretary sent to the wrong department?,1171,island
4134,205,,filler_bad,NA,30,0.15,Why the pilot said turbulence during was everyone panicking?,2024,
4135,205,,filler_bad,NA,31,0,Where the suitcase that broken handle had left was did you?,2027,
4136,205,long,acceptability,6,32,1,What did Julia claim that the babysitter forgot to pick up after school?,1063,nonisland
4137,205,,filler_good,NA,33,1,Where did the neighbors see the comet last night?,2007,
4138,205,,filler_good,NA,34,1,What did the barista spill on the counter?,2005,
4139,205,short,acceptability,18,35,1,Who claimed that the delivery driver dropped the package on the street?,1184,nonisland
4140,205,,filler_bad,NA,36,0,Which restaurant the friends to last summer went closing is now did?,2025,
4141,205,,filler_bad,NA,37,0,When the cat jumped that scared loudly the child was?,2019,
4142,205,long,acceptability,10,38,0,What did the curator discuss the claim that the museum restored?,1101,island
4143,205,,filler_bad,NA,39,0,What the letter that important very was mailed nobody did?,2028,
4144,205,,filler_bad,NA,40,0,Who the manager said forgot did the keys actually?,2030,
4145,205,short,acceptability,2,41,1,Who claimed that the cat knocked over the vase?,1024,nonisland
4146,205,,filler_good,NA,42,1,What did Wendy bake for the party?,2001,
4147,205,,filler_good,NA,43,1,Whose jacket did Alex find in the library?,2011,
4148,205,short,acceptability,8,44,1,Who discussed the claim that the bus driver skipped several stops during the morning route?,1082,island
4149,205,,filler_good,NA,45,1,Where did the children hide the treasure?,2004,
4150,205,,filler_good,NA,46,0.97,Which song did the band play as an encore?,2012,
4151,205,long,acceptability,14,47,1,What did Kevin claim that the chef added to the soup by mistake?,1143,nonisland
4152,205,,filler_bad,NA,48,0,What did the neighbor that barking dog kept complain about nobody?,2020,
4153,205,,filler_bad,NA,49,0,What the tourists taking photos were of shouting did confuse?,2018,
4154,205,long,acceptability,19,50,0,What did Megan discuss the claim that the company released ahead of schedule?,1191,island
4155,205,,filler_good,NA,51,1,What did the mechanic replace in the engine?,2008,
4156,205,,filler_bad,NA,52,0,Who did the rumor that dancing liked nobody believe?,2017,
4157,205,short,acceptability,13,53,1,Who claimed that the reporter misquoted the politician in the article?,1134,nonisland
4158,205,,filler_good,NA,54,1,Which movie did Carla watch on Friday?,2009,
4159,205,,filler_good,NA,55,1,Which cookies did the baker put on the tray?,2014,
4160,205,short,acceptability,16,56,1,Who discussed the claim that the author deleted a chapter from the final draft?,1162,island
4161,205,,filler_bad,NA,57,0,What did seem the girl that crying was in the hallway?,2029,
4162,205,,filler_good,NA,58,1,When did the train leave the station?,2013,
4163,205,long,acceptability,15,59,1,What did Rachel claim that the photographer lost during the trip?,1153,nonisland
4164,205,,filler_bad,NA,60,0,Why the waiter spilled was everyone the coffee laughing?,2031,
4165,205,,filler_good,NA,61,1,Which book did Maya finish last night?,2003,
4166,205,long,acceptability,21,62,1,What did Chloe claim that the chef burned during the dinner service?,1213,nonisland
4167,205,,filler_bad,NA,63,0,Who did the chair that broken completely sat on the chair?,2023,
4168,205,,filler_good,NA,64,1,Who did the coach choose as captain?,2015,
4169,205,short,acceptability,7,65,1,Who claimed that the scientist discovered an error in the final experiment?,1074,nonisland
4170,205,,filler_bad,NA,66,0,Why did raining was when the kids outside played?,2022,
4171,205,,filler_good,NA,67,1,Where did the hikers set up their tent?,2010,
4172,205,short,acceptability,9,68,1,Who discussed the claim that the nurse gave the wrong medication to a patient?,1092,island
4173,205,,filler_bad,NA,69,0,Who the bride during crying was the ceremony guests smiling did?,2026,
4174,205,,filler_bad,NA,70,0,Who the doctor that nervous looked yesterday treated did?,2021,
4175,205,long,acceptability,3,71,0,What did David discuss the claim that the airline canceled?,1031,island
4176,205,,filler_good,NA,72,1,What did the cat knock off the shelf?,2016,
4177,95,,filler_good,NA,25,0.95,What did Wendy bake for the party?,2001,
4178,95,short,acceptability,13,26,0.25,Who claimed that the reporter misquoted the politician in the article?,1134,nonisland
4179,95,,filler_bad,NA,27,0,Where the suitcase that broken handle had left was did you?,2027,
4180,95,,filler_good,NA,28,0.93,Whose jacket did Alex find in the library?,2011,
4181,95,short,acceptability,10,29,0.56,Who discussed the claim that the museum restored the painting?,1102,island
4182,95,,filler_bad,NA,30,0.05,Who the manager said forgot did the keys actually?,2030,
4183,95,,filler_bad,NA,31,0.16,Who the doctor that nervous looked yesterday treated did?,2021,
4184,95,long,acceptability,1,32,0.8,What did John claim that the bakery shop would serve tomorrow?,1013,nonisland
4185,95,,filler_bad,NA,33,0.24,Who did the chair that broken completely sat on the chair?,2023,
4186,95,,filler_good,NA,34,0.92,Who did the coach choose as captain?,2015,
4187,95,long,acceptability,5,35,0.25,What did Emma discuss the claim that the neighbor played after midnight?,1051,island
4188,95,,filler_good,NA,36,0.64,Where did the neighbors see the comet last night?,2007,
4189,95,,filler_good,NA,37,0.78,What did the mechanic replace in the engine?,2008,
4190,95,long,acceptability,21,38,0.52,What did Chloe discuss the claim that the chef burned during the dinner service?,1211,island
4191,95,,filler_good,NA,39,0.9,Which movie did Carla watch on Friday?,2009,
4192,95,,filler_bad,NA,40,0.12,Why the waiter spilled was everyone the coffee laughing?,2031,
4193,95,long,acceptability,23,41,0.67,What did Hannah claim that the lawyer filed too late?,1233,nonisland
4194,95,,filler_bad,NA,42,0.32,Who did the rumor that dancing liked nobody believe?,2017,
4195,95,,filler_bad,NA,43,0.07,What did the neighbor that barking dog kept complain about nobody?,2020,
4196,95,short,acceptability,17,44,0.67,Who discussed the claim that the secretary sent the report to the wrong department?,1172,island
4197,95,,filler_good,NA,45,0.93,What did the barista spill on the counter?,2005,
4198,95,,filler_good,NA,46,0.86,When did the train leave the station?,2013,
4199,95,short,acceptability,9,47,0.55,Who claimed that the nurse gave the wrong medication to a patient?,1094,nonisland
4200,95,,filler_bad,NA,48,0.05,What the tourists taking photos were of shouting did confuse?,2018,
4201,95,,filler_bad,NA,49,0.16,Why did raining was when the kids outside played?,2022,
4202,95,long,acceptability,14,50,0.76,What did Kevin claim that the chef added to the soup by mistake?,1143,nonisland
4203,95,,filler_good,NA,51,0.92,What did the cat knock off the shelf?,2016,
4204,95,,filler_good,NA,52,0.9,Who did Liam invite to the picnic?,2002,
4205,95,short,acceptability,16,53,0.66,Who claimed that the author deleted a chapter from the final draft?,1164,nonisland
4206,95,,filler_bad,NA,54,0.29,Which song that the band to rehearsed never finished was?,2032,
4207,95,,filler_bad,NA,55,0.17,Why the pilot said turbulence during was everyone panicking?,2024,
4208,95,short,acceptability,7,56,0.59,Who discussed the claim that the scientist discovered an error in the final experiment?,1072,island
4209,95,,filler_good,NA,57,0.82,Which cookies did the baker put on the tray?,2014,
4210,95,,filler_good,NA,58,0.88,Where did the children hide the treasure?,2004,
4211,95,long,acceptability,11,59,0.43,What did Amy discuss the claim that the gardener planted near the fence?,1111,island
4212,95,,filler_bad,NA,60,0.27,What the letter that important very was mailed nobody did?,2028,
4213,95,,filler_bad,NA,61,0.33,What did seem the girl that crying was in the hallway?,2029,
4214,95,long,acceptability,12,62,0.3,What did the manager discuss the claim that the café overcharged for coffee?,1121,island
4215,95,,filler_bad,NA,63,0.21,Who the bride during crying was the ceremony guests smiling did?,2026,
4216,95,,filler_good,NA,64,1,Which book did Maya finish last night?,2003,
4217,95,short,acceptability,18,65,0.59,Who discussed the claim that the delivery driver dropped the package on the street?,1182,island
4218,95,,filler_good,NA,66,0.9,Which song did the band play as an encore?,2012,
4219,95,,filler_bad,NA,67,0.25,Which restaurant the friends to last summer went closing is now did?,2025,
4220,95,long,acceptability,19,68,0.38,What did Megan claim that the company released ahead of schedule?,1193,nonisland
4221,95,,filler_good,NA,69,0.93,Where did the hikers set up their tent?,2010,
4222,95,,filler_bad,NA,70,0.18,When the cat jumped that scared loudly the child was?,2019,
4223,95,short,acceptability,8,71,0.68,Who claimed that the bus driver skipped several stops during the morning route?,1084,nonisland
4224,95,,filler_good,NA,72,0.95,Which picture did the curator hang in the gallery?,2006,
4225,23,,filler_good,NA,25,0.99,Where did the children hide the treasure?,2004,
4226,23,short,acceptability,6,26,0.78,Who discussed the claim that the babysitter forgot to pick up the children after school?,1062,island
4227,23,,filler_bad,NA,27,0,Who did the chair that broken completely sat on the chair?,2023,
4228,23,,filler_bad,NA,28,0.01,When the cat jumped that scared loudly the child was?,2019,
4229,23,long,acceptability,9,29,0.95,What did Grace claim that the nurse gave to a patient?,1093,nonisland
4230,23,,filler_bad,NA,30,0.01,What did seem the girl that crying was in the hallway?,2029,
4231,23,,filler_good,NA,31,0.99,Who did the coach choose as captain?,2015,
4232,23,short,acceptability,1,32,1,Who claimed that the bakery shop would serve donuts tomorrow?,1014,nonisland
4233,23,,filler_good,NA,33,0.99,Which movie did Carla watch on Friday?,2009,
4234,23,,filler_good,NA,34,0.99,Which cookies did the baker put on the tray?,2014,
4235,23,long,acceptability,16,35,0,What did Thomas discuss the claim that the author deleted from the final draft?,1161,island
4236,23,,filler_bad,NA,36,0,Who the doctor that nervous looked yesterday treated did?,2021,
4237,23,,filler_bad,NA,37,0,Who the manager said forgot did the keys actually?,2030,
4238,23,long,acceptability,8,38,0,What did Liam discuss the claim that the bus driver skipped during the morning route?,1081,island
4239,23,,filler_bad,NA,39,0,What the letter that important very was mailed nobody did?,2028,
4240,23,,filler_good,NA,40,1,What did Wendy bake for the party?,2001,
4241,23,long,acceptability,23,41,0.88,What did Hannah claim that the lawyer filed too late?,1233,nonisland
4242,23,,filler_good,NA,42,0.99,Where did the neighbors see the comet last night?,2007,
4243,23,,filler_good,NA,43,1,Which song did the band play as an encore?,2012,
4244,23,short,acceptability,4,44,0.98,Who discussed the claim that the mechanic fixed the car after the accident?,1042,island
4245,23,,filler_bad,NA,45,0,Who the bride during crying was the ceremony guests smiling did?,2026,
4246,23,,filler_bad,NA,46,0,What the tourists taking photos were of shouting did confuse?,2018,
4247,23,short,acceptability,14,47,0.97,Who claimed that the chef added too much salt to the soup by mistake?,1144,nonisland
4248,23,,filler_good,NA,48,0.99,Which picture did the curator hang in the gallery?,2006,
4249,23,,filler_good,NA,49,0.99,Where did the hikers set up their tent?,2010,
4250,23,short,acceptability,15,50,0.99,Who claimed that the photographer lost the camera during the trip?,1154,nonisland
4251,23,,filler_good,NA,51,0.99,Which book did Maya finish last night?,2003,
4252,23,,filler_bad,NA,52,0,Where the suitcase that broken handle had left was did you?,2027,
4253,23,short,acceptability,12,53,0.97,Who discussed the claim that the café overcharged the customer for coffee?,1122,island
4254,23,,filler_good,NA,54,0.99,When did the train leave the station?,2013,
4255,23,,filler_bad,NA,55,0,Who did the rumor that dancing liked nobody believe?,2017,
4256,23,long,acceptability,2,56,0,What did Katie discuss the claim that the cat knocked over?,1021,island
4257,23,,filler_bad,NA,57,0,What did the neighbor that barking dog kept complain about nobody?,2020,
4258,23,,filler_good,NA,58,1,What did the barista spill on the counter?,2005,
4259,23,long,acceptability,19,59,0.97,What did Megan claim that the company released ahead of schedule?,1193,nonisland
4260,23,,filler_bad,NA,60,0,Which song that the band to rehearsed never finished was?,2032,
4261,23,,filler_good,NA,61,1,Whose jacket did Alex find in the library?,2011,
4262,23,short,acceptability,21,62,1,Who claimed that the chef burned the steak during the dinner service?,1214,nonisland
4263,23,,filler_bad,NA,63,0,Why the pilot said turbulence during was everyone panicking?,2024,
4264,23,,filler_good,NA,64,1,Who did Liam invite to the picnic?,2002,
4265,23,long,acceptability,18,65,1,What did Ben claim that the delivery driver dropped on the street?,1183,nonisland
4266,23,,filler_good,NA,66,1,What did the mechanic replace in the engine?,2008,
4267,23,,filler_bad,NA,67,0,Why did raining was when the kids outside played?,2022,
4268,23,short,acceptability,11,68,0.99,Who discussed the claim that the gardener planted flowers near the fence?,1112,island
4269,23,,filler_bad,NA,69,0,Which restaurant the friends to last summer went closing is now did?,2025,
4270,23,,filler_good,NA,70,1,What did the cat knock off the shelf?,2016,
4271,23,long,acceptability,3,71,0,What did David discuss the claim that the airline canceled?,1031,island
4272,23,,filler_bad,NA,72,0,Why the waiter spilled was everyone the coffee laughing?,2031,
4273,256,,filler_good,NA,25,0.99,Which song did the band play as an encore?,2012,
4274,256,short,acceptability,24,26,0.91,Who discussed the claim that the committee rejected the proposal without review?,1242,island
4275,256,,filler_bad,NA,27,0.03,Who did the chair that broken completely sat on the chair?,2023,
4276,256,,filler_good,NA,28,0.96,Which movie did Carla watch on Friday?,2009,
4277,256,short,acceptability,4,29,0.98,Who claimed that the mechanic fixed the car after the accident?,1044,nonisland
4278,256,,filler_bad,NA,30,0.02,Who did the rumor that dancing liked nobody believe?,2017,
4279,256,,filler_good,NA,31,0.96,Which book did Maya finish last night?,2003,
4280,256,long,acceptability,9,32,0.99,What did Grace claim that the nurse gave to a patient?,1093,nonisland
4281,256,,filler_bad,NA,33,0.04,Who the doctor that nervous looked yesterday treated did?,2021,
4282,256,,filler_good,NA,34,0.96,What did the barista spill on the counter?,2005,
4283,256,long,acceptability,2,35,0,What did Katie discuss the claim that the cat knocked over?,1021,island
4284,256,,filler_bad,NA,36,0.05,Why did raining was when the kids outside played?,2022,
4285,256,,filler_bad,NA,37,0.07,What the tourists taking photos were of shouting did confuse?,2018,
4286,256,long,acceptability,18,38,0.96,What did Ben claim that the delivery driver dropped on the street?,1183,nonisland
4287,256,,filler_bad,NA,39,0.02,Who the bride during crying was the ceremony guests smiling did?,2026,
4288,256,,filler_good,NA,40,0.98,What did Wendy bake for the party?,2001,
4289,256,short,acceptability,13,41,0.93,Who claimed that the reporter misquoted the politician in the article?,1134,nonisland
4290,256,,filler_bad,NA,42,0.06,Why the waiter spilled was everyone the coffee laughing?,2031,
4291,256,,filler_good,NA,43,0.98,Who did the coach choose as captain?,2015,
4292,256,long,acceptability,7,44,0.64,What did Nora discuss the claim that the scientist discovered in the final experiment?,1071,island
4293,256,,filler_bad,NA,45,0.02,What did seem the girl that crying was in the hallway?,2029,
4294,256,,filler_good,NA,46,0.97,Where did the children hide the treasure?,2004,
4295,256,short,acceptability,3,47,0.98,Who discussed the claim that the airline canceled the morning flight to Chicago?,1032,island
4296,256,,filler_good,NA,48,0.99,Whose jacket did Alex find in the library?,2011,
4297,256,,filler_good,NA,49,0.95,What did the mechanic replace in the engine?,2008,
4298,256,short,acceptability,1,50,0.96,Who claimed that the bakery shop would serve donuts tomorrow?,1014,nonisland
4299,256,,filler_bad,NA,51,0.01,Why the pilot said turbulence during was everyone panicking?,2024,
4300,256,,filler_bad,NA,52,0.04,Which song that the band to rehearsed never finished was?,2032,
4301,256,short,acceptability,10,53,0.98,Who discussed the claim that the museum restored the painting?,1102,island
4302,256,,filler_good,NA,54,0.98,Which picture did the curator hang in the gallery?,2006,
4303,256,,filler_bad,NA,55,0.05,Which restaurant the friends to last summer went closing is now did?,2025,
4304,256,long,acceptability,16,56,0.97,What did Thomas claim that the author deleted from the final draft?,1163,nonisland
4305,256,,filler_bad,NA,57,0.05,What the letter that important very was mailed nobody did?,2028,
4306,256,,filler_good,NA,58,0.98,When did the train leave the station?,2013,
4307,256,long,acceptability,23,59,0.67,What did Hannah discuss the claim that the lawyer filed too late?,1231,island
4308,256,,filler_good,NA,60,0.94,Where did the neighbors see the comet last night?,2007,
4309,256,,filler_good,NA,61,0.97,Where did the hikers set up their tent?,2010,
4310,256,long,acceptability,11,62,0.67,What did Amy discuss the claim that the gardener planted near the fence?,1111,island
4311,256,,filler_good,NA,63,0.99,Which cookies did the baker put on the tray?,2014,
4312,256,,filler_good,NA,64,0.99,Who did Liam invite to the picnic?,2002,
4313,256,short,acceptability,5,65,1,Who claimed that the neighbor played loud music after midnight?,1054,nonisland
4314,256,,filler_good,NA,66,1,What did the cat knock off the shelf?,2016,
4315,256,,filler_bad,NA,67,0.15,Who the manager said forgot did the keys actually?,2030,
4316,256,long,acceptability,19,68,0.89,What did Megan claim that the company released ahead of schedule?,1193,nonisland
4317,256,,filler_bad,NA,69,0.2,What did the neighbor that barking dog kept complain about nobody?,2020,
4318,256,,filler_bad,NA,70,0.01,Where the suitcase that broken handle had left was did you?,2027,
4319,256,short,acceptability,12,71,0.96,Who discussed the claim that the café overcharged the customer for coffee?,1122,island
4320,256,,filler_bad,NA,72,0.03,When the cat jumped that scared loudly the child was?,2019,
4321,230,,filler_bad,NA,25,0,Why the pilot said turbulence during was everyone panicking?,2024,
4322,230,long,acceptability,15,26,0.86,What did Rachel claim that the photographer lost during the trip?,1153,nonisland
4323,230,,filler_bad,NA,27,0,Which song that the band to rehearsed never finished was?,2032,
4324,230,,filler_bad,NA,28,0,What did seem the girl that crying was in the hallway?,2029,
4325,230,short,acceptability,4,29,0.96,Who discussed the claim that the mechanic fixed the car after the accident?,1042,island
4326,230,,filler_good,NA,30,0.95,What did the cat knock off the shelf?,2016,
4327,230,,filler_bad,NA,31,0,Who did the chair that broken completely sat on the chair?,2023,
4328,230,long,acceptability,14,32,0,What did Kevin discuss the claim that the chef added to the soup by mistake?,1141,island
4329,230,,filler_good,NA,33,1,Where did the children hide the treasure?,2004,
4330,230,,filler_good,NA,34,1,Where did the neighbors see the comet last night?,2007,
4331,230,short,acceptability,22,35,1,Who claimed that the scientist developed a vaccine in the new lab?,1224,nonisland
4332,230,,filler_good,NA,36,1,Who did the coach choose as captain?,2015,
4333,230,,filler_good,NA,37,1,Which book did Maya finish last night?,2003,
4334,230,long,acceptability,23,38,0.85,What did Hannah claim that the lawyer filed too late?,1233,nonisland
4335,230,,filler_good,NA,39,1,Which cookies did the baker put on the tray?,2014,
4336,230,,filler_bad,NA,40,0,What the tourists taking photos were of shouting did confuse?,2018,
4337,230,long,acceptability,24,41,0,What did Jason discuss the claim that the committee rejected without review?,1241,island
4338,230,,filler_good,NA,42,1,Which song did the band play as an encore?,2012,
4339,230,,filler_bad,NA,43,0,Who the doctor that nervous looked yesterday treated did?,2021,
4340,230,short,acceptability,7,44,1,Who claimed that the scientist discovered an error in the final experiment?,1074,nonisland
4341,230,,filler_bad,NA,45,0,What did the neighbor that barking dog kept complain about nobody?,2020,
4342,230,,filler_bad,NA,46,0,Who the manager said forgot did the keys actually?,2030,
4343,230,short,acceptability,1,47,1,Who discussed the claim that the bakery shop would serve donuts tomorrow?,1012,island
4344,230,,filler_good,NA,48,1,What did the barista spill on the counter?,2005,
4345,230,,filler_bad,NA,49,0,Where the suitcase that broken handle had left was did you?,2027,
4346,230,short,acceptability,20,50,0.93,Who discussed the claim that the plumber fixed the leak before the inspection?,1202,island
4347,230,,filler_good,NA,51,1,Whose jacket did Alex find in the library?,2011,
4348,230,,filler_bad,NA,52,0,Which restaurant the friends to last summer went closing is now did?,2025,
4349,230,long,acceptability,10,53,0.11,What did the curator discuss the claim that the museum restored?,1101,island
4350,230,,filler_good,NA,54,1,What did the mechanic replace in the engine?,2008,
4351,230,,filler_bad,NA,55,0,Why the waiter spilled was everyone the coffee laughing?,2031,
4352,230,long,acceptability,19,56,0.96,What did Megan claim that the company released ahead of schedule?,1193,nonisland
4353,230,,filler_good,NA,57,1,Who did Liam invite to the picnic?,2002,
4354,230,,filler_bad,NA,58,0,Who did the rumor that dancing liked nobody believe?,2017,
4355,230,short,acceptability,12,59,1,Who claimed that the café overcharged the customer for coffee?,1124,nonisland
4356,230,,filler_good,NA,60,1,Where did the hikers set up their tent?,2010,
4357,230,,filler_good,NA,61,1,What did Wendy bake for the party?,2001,
4358,230,short,acceptability,13,62,1,Who discussed the claim that the reporter misquoted the politician in the article?,1132,island
4359,230,,filler_good,NA,63,1,When did the train leave the station?,2013,
4360,230,,filler_good,NA,64,1,Which movie did Carla watch on Friday?,2009,
4361,230,long,acceptability,16,65,1,What did Thomas claim that the author deleted from the final draft?,1163,nonisland
4362,230,,filler_bad,NA,66,0,Why did raining was when the kids outside played?,2022,
4363,230,,filler_good,NA,67,0.97,Which picture did the curator hang in the gallery?,2006,
4364,230,long,acceptability,5,68,0,What did Emma discuss the claim that the neighbor played after midnight?,1051,island
4365,230,,filler_bad,NA,69,0,What the letter that important very was mailed nobody did?,2028,
4366,230,,filler_bad,NA,70,0,When the cat jumped that scared loudly the child was?,2019,
4367,230,short,acceptability,2,71,1,Who claimed that the cat knocked over the vase?,1024,nonisland
4368,230,,filler_bad,NA,72,0,Who the bride during crying was the ceremony guests smiling did?,2026,
4369,29,,filler_good,NA,25,0.99,Which cookies did the baker put on the tray?,2014,
4370,29,long,acceptability,10,26,0,What did the curator discuss the claim that the museum restored?,1101,island
4371,29,,filler_good,NA,27,0.99,What did Wendy bake for the party?,2001,
4372,29,,filler_bad,NA,28,0.01,Where the suitcase that broken handle had left was did you?,2027,
4373,29,short,acceptability,11,29,0.99,Who claimed that the gardener planted flowers near the fence?,1114,nonisland
4374,29,,filler_good,NA,30,0.98,What did the cat knock off the shelf?,2016,
4375,29,,filler_bad,NA,31,0.02,What did the neighbor that barking dog kept complain about nobody?,2020,
4376,29,short,acceptability,17,32,0.99,Who discussed the claim that the secretary sent the report to the wrong department?,1172,island
4377,29,,filler_bad,NA,33,0.01,Why the pilot said turbulence during was everyone panicking?,2024,
4378,29,,filler_good,NA,34,0.99,Which movie did Carla watch on Friday?,2009,
4379,29,long,acceptability,20,35,1,What did the landlord claim that the plumber fixed before the inspection?,1203,nonisland
4380,29,,filler_bad,NA,36,0.01,What did seem the girl that crying was in the hallway?,2029,
4381,29,,filler_bad,NA,37,0.01,What the tourists taking photos were of shouting did confuse?,2018,
4382,29,short,acceptability,16,38,0.98,Who discussed the claim that the author deleted a chapter from the final draft?,1162,island
4383,29,,filler_good,NA,39,0.97,Who did Liam invite to the picnic?,2002,
