,workerid,is_filler,lexicalization,order,polarity,question,response,sentence,sentence_id,structure,trial_type
1855,50,1,NA,14,base,Were there lecture slides online?,0.97,The professor updated the lecture slides online.,3008,,negation_pre
1856,50,0,4,16,base,Was there a claim that the mechanic fixed the car after the accident?,1,Michael discussed the claim that the mechanic fixed the car after the accident.,1045,,negation_pre
1857,50,1,NA,18,negated,Were there plants on the balcony?,0.94,Anna didn't water the plants on the balcony.,3012,,negation_pre
1858,50,1,NA,20,negated,Was there a new schedule on the board?,0.28,The teacher didn't post the new schedule on the board.,3013,,negation_pre
1859,50,0,6,22,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.95,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
1860,50,1,NA,24,base,Were there fresh vegetables at the supermarket?,0.99,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
1861,50,1,NA,74,base,Was there silver jewelry in the display case?,0.92,Maria polished the silver jewelry in the display case.,3021,,negation_post
1862,50,0,10,76,negated,Was there a claim that the museum restored the painting?,0.92,The curator didn’t discuss the claim that the museum restored the painting.,1106,,negation_post
1863,50,1,NA,78,base,Were there returned packages at the counter?,0.96,The clerk sorted the returned packages at the counter.,3024,,negation_post
1864,50,1,NA,80,negated,Were there important documents in the office?,0.77,The journalist didn't review the important documents in the office.,3025,,negation_post
1865,50,0,18,82,base,Was there a claim that the delivery driver dropped the package on the street?,0.97,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_post
1866,50,1,NA,84,negated,Were there confidential folders in the archive?,0.92,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
1867,50,1,NA,86,base,Was there an old piano in the practice hall?,0.96,The musician tuned the old piano in the practice hall.,3018,,negation_post
1868,50,0,7,88,negated,Was there a claim that the scientist discovered an error in the final experiment?,0.97,Nora didn’t discuss the claim that the scientist discovered an error in the final experiment.,1076,,negation_post
1869,50,1,NA,90,base,Was there a missing wallet under the table?,0.98,Frank found the missing wallet under the table.,3023,,negation_post
1870,50,1,NA,92,negated,Was there a heavy suitcase?,0.71,Christine didn't buy the heavy suitcase.,3028,,negation_post
1871,50,0,5,94,base,Was there a claim that the neighbor played loud music after midnight?,0.97,Emma discussed the claim that the neighbor played loud music after midnight.,1055,,negation_post
1872,50,1,NA,96,negated,Was there a practice field for the team?,0.36,The coach didn't reserve the practice field for the team.,3027,,negation_post
1873,212,1,NA,2,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
1874,212,0,19,4,negated,Was there a claim that the company released the new software ahead of schedule?,1,Megan didn’t discuss the claim that the company released the new software ahead of schedule.,1196,,negation_pre
1875,212,1,NA,6,base,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,,negation_pre
1876,212,1,NA,8,negated,Were there plants on the balcony?,1,Anna didn't water the plants on the balcony.,3012,,negation_pre
1877,212,0,13,10,base,Was there a claim that the reporter misquoted the politician in the article?,0.22,Laura discussed the claim that the reporter misquoted the politician in the article.,1135,,negation_pre
1878,212,1,NA,12,negated,Was there a rare bird near the lake?,1,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
1879,212,1,NA,14,negated,Was there an ancient statue?,0.97,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
1880,212,0,23,16,base,Was there a claim that the lawyer filed the report too late?,0.96,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_pre
1881,212,1,NA,18,negated,Was there a new schedule on the board?,0.02,The teacher didn't post the new schedule on the board.,3013,,negation_pre
1882,212,1,NA,20,base,Were there fresh vegetables at the supermarket?,0.97,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
1883,212,0,20,22,negated,Was there a claim that the plumber fixed the leak before the inspection?,0.11,The landlord didn’t discuss the claim that the plumber fixed the leak before the inspection.,1206,,negation_pre
1884,212,1,NA,24,base,Was there a new history book in the library?,1,The student read the new history book in the library.,3001,,negation_pre
1885,212,1,NA,74,negated,Was there a missing wallet under the table?,0,Frank didn't find the missing wallet under the table.,3031,,negation_post
1886,212,0,16,76,negated,Was there a claim that the author deleted a chapter from the final draft?,0.68,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,,negation_post
1887,212,1,NA,78,negated,Were there important documents in the office?,0.49,The journalist didn't review the important documents in the office.,3025,,negation_post
1888,212,1,NA,80,negated,Was there a practice field for the team?,0,The coach didn't reserve the practice field for the team.,3027,,negation_post
1889,212,0,24,82,base,Was there a claim that the committee rejected the proposal without review?,1,Jason discussed the claim that the committee rejected the proposal without review.,1245,,negation_post
1890,212,1,NA,84,negated,Were there returned packages at the counter?,1,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
1891,212,1,NA,86,base,Was there an old piano in the practice hall?,1,The musician tuned the old piano in the practice hall.,3018,,negation_post
1892,212,0,9,88,negated,Was there a claim that the nurse gave the wrong medication to a patient?,0.88,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,,negation_post
1893,212,1,NA,90,base,Was there silver jewelry in the display case?,1,Maria polished the silver jewelry in the display case.,3021,,negation_post
1894,212,1,NA,92,base,Was there a heavy suitcase?,1,Christine bought the heavy suitcase.,3020,,negation_post
1895,212,0,1,94,base,Was there a claim that the bakery shop would serve donuts tomorrow?,1,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,,negation_post
1896,212,1,NA,96,base,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,,negation_post
1897,191,1,NA,2,base,Were there fresh vegetables at the supermarket?,1,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
1898,191,0,8,4,base,Was there a claim that the bus driver skipped several stops during the morning route?,1,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,,negation_pre
1899,191,1,NA,6,base,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,,negation_pre
1900,191,1,NA,8,negated,Was there a new history book in the library?,1,The student didn't read the new history book in the library.,3009,,negation_pre
1901,191,0,17,10,negated,Was there a claim that the secretary sent the report to the wrong department?,1,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,,negation_pre
1902,191,1,NA,12,negated,Were there plants on the balcony?,1,Anna didn't water the plants on the balcony.,3012,,negation_pre
1903,191,1,NA,14,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
1904,191,0,23,16,base,Was there a claim that the lawyer filed the report too late?,1,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_pre
1905,191,1,NA,18,base,Was there a rare bird near the lake?,1,The hikers caught the rare bird near the lake.,3006,,negation_pre
1906,191,1,NA,20,negated,Was there a new schedule on the board?,0,The teacher didn't post the new schedule on the board.,3013,,negation_pre
1907,191,0,5,22,negated,Was there a claim that the neighbor played loud music after midnight?,0.79,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_pre
1908,191,1,NA,24,negated,Was there an ancient statue?,0.51,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
1909,191,1,NA,74,base,Was there a practice field for the team?,1,The coach reserved the practice field for the team.,3019,,negation_post
1910,191,0,7,76,negated,Was there a claim that the scientist discovered an error in the final experiment?,0.87,Nora didn’t discuss the claim that the scientist discovered an error in the final experiment.,1076,,negation_post
1911,191,1,NA,78,base,Were there returned packages at the counter?,1,The clerk sorted the returned packages at the counter.,3024,,negation_post
1912,191,1,NA,80,negated,Was there an old piano in the practice hall?,1,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
1913,191,0,11,82,base,Was there a claim that the gardener planted flowers near the fence?,1,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_post
1914,191,1,NA,84,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
1915,191,1,NA,86,negated,Was there a heavy suitcase?,0.93,Christine didn't buy the heavy suitcase.,3028,,negation_post
1916,191,0,9,88,base,Was there a claim that the nurse gave the wrong medication to a patient?,1,Grace discussed the claim that the nurse gave the wrong medication to a patient.,1095,,negation_post
1917,191,1,NA,90,negated,Were there important documents in the office?,0.8,The journalist didn't review the important documents in the office.,3025,,negation_post
1918,191,1,NA,92,negated,Was there silver jewelry in the display case?,0.94,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
1919,191,0,13,94,negated,Was there a claim that the reporter misquoted the politician in the article?,0.85,Laura didn’t discuss the claim that the reporter misquoted the politician in the article.,1136,,negation_post
1920,191,1,NA,96,base,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,,negation_post
1921,150,1,NA,2,negated,Were there plants on the balcony?,0.94,Anna didn't water the plants on the balcony.,3012,,negation_pre
1922,150,0,23,4,negated,Was there a claim that the lawyer filed the report too late?,0.97,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,,negation_pre
1923,150,1,NA,6,base,Were there lecture slides online?,0.96,The professor updated the lecture slides online.,3008,,negation_pre
1924,150,1,NA,8,negated,Were there fresh vegetables at the supermarket?,0.95,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
1925,150,0,14,10,base,Was there a claim that the chef added too much salt to the soup by mistake?,0.93,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,,negation_pre
1926,150,1,NA,12,negated,Were there new books on the shelf?,0.97,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
1927,150,1,NA,14,negated,Was there a new schedule on the board?,0.96,The teacher didn't post the new schedule on the board.,3013,,negation_pre
1928,150,0,3,16,negated,Was there a claim that the airline canceled the morning flight to Chicago?,0.88,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,,negation_pre
1929,150,1,NA,18,base,Was there a new history book in the library?,0.91,The student read the new history book in the library.,3001,,negation_pre
1930,150,1,NA,20,base,Was there a rare bird near the lake?,0.89,The hikers caught the rare bird near the lake.,3006,,negation_pre
1931,150,0,18,22,base,Was there a claim that the delivery driver dropped the package on the street?,0.95,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_pre
1932,150,1,NA,24,base,Was there an ancient statue?,0.92,Ben took pictures of the ancient statue.,3007,,negation_pre
1933,150,1,NA,74,negated,Was there a missing wallet under the table?,0.96,Frank didn't find the missing wallet under the table.,3031,,negation_post
1934,150,0,22,76,negated,Was there a claim that the scientist developed a vaccine in the new lab?,0.94,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,,negation_post
1935,150,1,NA,78,base,Was there silver jewelry in the display case?,0.96,Maria polished the silver jewelry in the display case.,3021,,negation_post
1936,150,1,NA,80,negated,Was there a heavy suitcase?,0.97,Christine didn't buy the heavy suitcase.,3028,,negation_post
1937,150,0,4,82,negated,Was there a claim that the mechanic fixed the car after the accident?,0.98,Michael didn’t discuss the claim that the mechanic fixed the car after the accident.,1046,,negation_post
1938,150,1,NA,84,negated,Was there an old piano in the practice hall?,0.99,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
1939,150,1,NA,86,base,Were there confidential folders in the archive?,0.97,The assistant labeled the confidential folders in the archive.,3022,,negation_post
1940,150,0,2,88,base,Was there a claim that the cat knocked over the vase?,0.96,Katie discussed the claim that the cat knocked over the vase.,1025,,negation_post
1941,150,1,NA,90,base,Was there a practice field for the team?,0.94,The coach reserved the practice field for the team.,3019,,negation_post
1942,150,1,NA,92,base,Were there returned packages at the counter?,0.93,The clerk sorted the returned packages at the counter.,3024,,negation_post
1943,150,0,1,94,base,Was there a claim that the bakery shop would serve donuts tomorrow?,0.95,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,,negation_post
1944,150,1,NA,96,negated,Were there important documents in the office?,0.96,The journalist didn't review the important documents in the office.,3025,,negation_post
1945,112,1,NA,2,negated,Were there plants on the balcony?,0.94,Anna didn't water the plants on the balcony.,3012,,negation_pre
1946,112,0,21,4,base,Was there a claim that the chef burned the steak during the dinner service?,0.91,Chloe discussed the claim that the chef burned the steak during the dinner service.,1215,,negation_pre
1947,112,1,NA,6,negated,Were there lecture slides online?,0.9,The professor didn't update the lecture slides online.,3016,,negation_pre
1948,112,1,NA,8,negated,Were there fresh vegetables at the supermarket?,0.77,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
1949,112,0,9,10,negated,Was there a claim that the nurse gave the wrong medication to a patient?,0.93,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,,negation_pre
1950,112,1,NA,12,negated,Was there a new history book in the library?,0.84,The student didn't read the new history book in the library.,3009,,negation_pre
1951,112,1,NA,14,base,Was there a rare bird near the lake?,0.87,The hikers caught the rare bird near the lake.,3006,,negation_pre
1952,112,0,2,16,negated,Was there a claim that the cat knocked over the vase?,1,Katie didn’t discuss the claim that the cat knocked over the vase.,1026,,negation_pre
1953,112,1,NA,18,base,Was there a new schedule on the board?,0.78,The teacher posted the new schedule on the board.,3005,,negation_pre
1954,112,1,NA,20,base,Was there an ancient statue?,0.76,Ben took pictures of the ancient statue.,3007,,negation_pre
1955,112,0,7,22,base,Was there a claim that the scientist discovered an error in the final experiment?,0.7,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,,negation_pre
1956,112,1,NA,24,base,Were there new books on the shelf?,0.9,The librarian organized the new books on the shelf.,3003,,negation_pre
1957,112,1,NA,74,base,Were there important documents in the office?,0.82,The journalist reviewed the important documents in the office.,3017,,negation_post
1958,112,0,20,76,base,Was there a claim that the plumber fixed the leak before the inspection?,0.76,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,,negation_post
1959,112,1,NA,78,negated,Were there returned packages at the counter?,0.84,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
1960,112,1,NA,80,negated,Was there a missing wallet under the table?,0.55,Frank didn't find the missing wallet under the table.,3031,,negation_post
1961,112,0,8,82,negated,Was there a claim that the bus driver skipped several stops during the morning route?,0.76,Liam didn’t discuss the claim that the bus driver skipped several stops during the morning route.,1086,,negation_post
1962,112,1,NA,84,base,Was there a practice field for the team?,0.88,The coach reserved the practice field for the team.,3019,,negation_post
1963,112,1,NA,86,base,Was there silver jewelry in the display case?,0.81,Maria polished the silver jewelry in the display case.,3021,,negation_post
1964,112,0,14,88,base,Was there a claim that the chef added too much salt to the soup by mistake?,0.87,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,,negation_post
1965,112,1,NA,90,negated,Were there confidential folders in the archive?,0.91,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
1966,112,1,NA,92,base,Was there an old piano in the practice hall?,0.88,The musician tuned the old piano in the practice hall.,3018,,negation_post
1967,112,0,13,94,negated,Was there a claim that the reporter misquoted the politician in the article?,0.73,Laura didn’t discuss the claim that the reporter misquoted the politician in the article.,1136,,negation_post
1968,112,1,NA,96,negated,Was there a heavy suitcase?,0.81,Christine didn't buy the heavy suitcase.,3028,,negation_post
1969,98,1,NA,2,base,Was there an ancient statue?,0.99,Ben took pictures of the ancient statue.,3007,,negation_pre
1970,98,0,5,4,negated,Was there a claim that the neighbor played loud music after midnight?,0.97,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_pre
1971,98,1,NA,6,negated,Was there a rare bird near the lake?,0.98,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
1972,98,1,NA,8,negated,Were there lecture slides online?,0.98,The professor didn't update the lecture slides online.,3016,,negation_pre
1973,98,0,14,10,base,Was there a claim that the chef added too much salt to the soup by mistake?,1,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,,negation_pre
1974,98,1,NA,12,base,Were there new books on the shelf?,0.99,The librarian organized the new books on the shelf.,3003,,negation_pre
1975,98,1,NA,14,base,Were there plants on the balcony?,1,Anna watered the plants on the balcony.,3004,,negation_pre
1976,98,0,9,16,negated,Was there a claim that the nurse gave the wrong medication to a patient?,0.98,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,,negation_pre
1977,98,1,NA,18,negated,Was there a new history book in the library?,1,The student didn't read the new history book in the library.,3009,,negation_pre
1978,98,1,NA,20,negated,Were there fresh vegetables at the supermarket?,0.97,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
1979,98,0,13,22,base,Was there a claim that the reporter misquoted the politician in the article?,0.99,Laura discussed the claim that the reporter misquoted the politician in the article.,1135,,negation_pre
1980,98,1,NA,24,base,Was there a new schedule on the board?,0.97,The teacher posted the new schedule on the board.,3005,,negation_pre
1981,98,1,NA,74,base,Was there a heavy suitcase?,0.98,Christine bought the heavy suitcase.,3020,,negation_post
1982,98,0,8,76,negated,Was there a claim that the bus driver skipped several stops during the morning route?,0.96,Liam didn’t discuss the claim that the bus driver skipped several stops during the morning route.,1086,,negation_post
1983,98,1,NA,78,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
1984,98,1,NA,80,negated,Were there important documents in the office?,0.99,The journalist didn't review the important documents in the office.,3025,,negation_post
1985,98,0,23,82,base,Was there a claim that the lawyer filed the report too late?,1,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_post
1986,98,1,NA,84,base,Were there returned packages at the counter?,0.97,The clerk sorted the returned packages at the counter.,3024,,negation_post
1987,98,1,NA,86,base,Was there silver jewelry in the display case?,0.98,Maria polished the silver jewelry in the display case.,3021,,negation_post
1988,98,0,24,88,negated,Was there a claim that the committee rejected the proposal without review?,0.97,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_post
1989,98,1,NA,90,negated,Was there an old piano in the practice hall?,0.99,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
1990,98,1,NA,92,negated,Was there a practice field for the team?,0.97,The coach didn't reserve the practice field for the team.,3027,,negation_post
1991,98,0,16,94,base,Was there a claim that the author deleted a chapter from the final draft?,0.97,Thomas discussed the claim that the author deleted a chapter from the final draft.,1165,,negation_post
1992,98,1,NA,96,negated,Were there confidential folders in the archive?,0.97,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
1993,103,1,NA,2,base,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,,negation_pre
1994,103,0,14,4,base,Was there a claim that the chef added too much salt to the soup by mistake?,1,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,,negation_pre
1995,103,1,NA,6,negated,Were there plants on the balcony?,0.99,Anna didn't water the plants on the balcony.,3012,,negation_pre
1996,103,1,NA,8,base,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,,negation_pre
1997,103,0,10,10,negated,Was there a claim that the museum restored the painting?,1,The curator didn’t discuss the claim that the museum restored the painting.,1106,,negation_pre
1998,103,1,NA,12,negated,Was there a new history book in the library?,0.89,The student didn't read the new history book in the library.,3009,,negation_pre
1999,103,1,NA,14,base,Was there a rare bird near the lake?,1,The hikers caught the rare bird near the lake.,3006,,negation_pre
2000,103,0,11,16,negated,Was there a claim that the gardener planted flowers near the fence?,1,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,,negation_pre
2001,103,1,NA,18,negated,Were there fresh vegetables at the supermarket?,0.63,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
2002,103,1,NA,20,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
2003,103,0,22,22,base,Was there a claim that the scientist developed a vaccine in the new lab?,0.99,Ethan discussed the claim that the scientist developed a vaccine in the new lab.,1225,,negation_pre
2004,103,1,NA,24,negated,Was there a new schedule on the board?,0.13,The teacher didn't post the new schedule on the board.,3013,,negation_pre
2005,103,1,NA,74,base,Was there a heavy suitcase?,0.98,Christine bought the heavy suitcase.,3020,,negation_post
2006,103,0,20,76,base,Was there a claim that the plumber fixed the leak before the inspection?,0.97,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,,negation_post
2007,103,1,NA,78,negated,Was there silver jewelry in the display case?,0.47,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
2008,103,1,NA,80,negated,Was there a missing wallet under the table?,0.45,Frank didn't find the missing wallet under the table.,3031,,negation_post
2009,103,0,3,82,base,Was there a claim that the airline canceled the morning flight to Chicago?,0.98,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_post
2010,103,1,NA,84,base,Was there an old piano in the practice hall?,1,The musician tuned the old piano in the practice hall.,3018,,negation_post
2011,103,1,NA,86,base,Were there important documents in the office?,0.96,The journalist reviewed the important documents in the office.,3017,,negation_post
2012,103,0,18,88,negated,Was there a claim that the delivery driver dropped the package on the street?,0.96,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,,negation_post
2013,103,1,NA,90,negated,Were there returned packages at the counter?,0.51,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
2014,103,1,NA,92,base,Was there a practice field for the team?,0.99,The coach reserved the practice field for the team.,3019,,negation_post
2015,103,0,12,94,negated,Was there a claim that the café overcharged the customer for coffee?,0.95,The manager didn’t discuss the claim that the café overcharged the customer for coffee.,1126,,negation_post
2016,103,1,NA,96,negated,Were there confidential folders in the archive?,0.82,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
2017,213,1,NA,2,base,Was there a new schedule on the board?,0.97,The teacher posted the new schedule on the board.,3005,,negation_pre
2018,213,0,9,4,base,Was there a claim that the nurse gave the wrong medication to a patient?,0.83,Grace discussed the claim that the nurse gave the wrong medication to a patient.,1095,,negation_pre
2019,213,1,NA,6,negated,Was there an ancient statue?,0.97,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
2020,213,1,NA,8,negated,Was there a rare bird near the lake?,0.47,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
2021,213,0,24,10,base,Was there a claim that the committee rejected the proposal without review?,0.87,Jason discussed the claim that the committee rejected the proposal without review.,1245,,negation_pre
2022,213,1,NA,12,negated,Were there fresh vegetables at the supermarket?,0.55,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
2023,213,1,NA,14,base,Were there new books on the shelf?,0.95,The librarian organized the new books on the shelf.,3003,,negation_pre
2024,213,0,16,16,negated,Was there a claim that the author deleted a chapter from the final draft?,0.47,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,,negation_pre
2025,213,1,NA,18,base,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,,negation_pre
2026,213,1,NA,20,base,Were there plants on the balcony?,0.98,Anna watered the plants on the balcony.,3004,,negation_pre
2027,213,0,6,22,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.93,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
2028,213,1,NA,24,negated,Was there a new history book in the library?,0.83,The student didn't read the new history book in the library.,3009,,negation_pre
2029,213,1,NA,74,negated,Were there important documents in the office?,0.95,The journalist didn't review the important documents in the office.,3025,,negation_post
2030,213,0,2,76,base,Was there a claim that the cat knocked over the vase?,0.88,Katie discussed the claim that the cat knocked over the vase.,1025,,negation_post
2031,213,1,NA,78,negated,Was there a heavy suitcase?,0.51,Christine didn't buy the heavy suitcase.,3028,,negation_post
2032,213,1,NA,80,negated,Were there returned packages at the counter?,0.96,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
2033,213,0,18,82,negated,Was there a claim that the delivery driver dropped the package on the street?,0.53,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,,negation_post
2034,213,1,NA,84,base,Was there silver jewelry in the display case?,0.98,Maria polished the silver jewelry in the display case.,3021,,negation_post
2035,213,1,NA,86,base,Was there a practice field for the team?,0.96,The coach reserved the practice field for the team.,3019,,negation_post
2036,213,0,23,88,negated,Was there a claim that the lawyer filed the report too late?,0.68,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,,negation_post
2037,213,1,NA,90,base,Were there confidential folders in the archive?,0.89,The assistant labeled the confidential folders in the archive.,3022,,negation_post
2038,213,1,NA,92,negated,Was there a missing wallet under the table?,0.46,Frank didn't find the missing wallet under the table.,3031,,negation_post
2039,213,0,14,94,base,Was there a claim that the chef added too much salt to the soup by mistake?,0.91,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,,negation_post
2040,213,1,NA,96,base,Was there an old piano in the practice hall?,0.95,The musician tuned the old piano in the practice hall.,3018,,negation_post
2041,274,1,NA,2,base,Was there a rare bird near the lake?,1,The hikers caught the rare bird near the lake.,3006,,negation_pre
2042,274,0,8,4,base,Was there a claim that the bus driver skipped several stops during the morning route?,1,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,,negation_pre
2043,274,1,NA,6,negated,Were there fresh vegetables at the supermarket?,0.49,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
2044,274,1,NA,8,base,Was there a new history book in the library?,1,The student read the new history book in the library.,3001,,negation_pre
2045,274,0,16,10,negated,Was there a claim that the author deleted a chapter from the final draft?,0.5,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,,negation_pre
2046,274,1,NA,12,base,Were there plants on the balcony?,1,Anna watered the plants on the balcony.,3004,,negation_pre
2047,274,1,NA,14,negated,Were there new books on the shelf?,1,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
2048,274,0,21,16,negated,Was there a claim that the chef burned the steak during the dinner service?,1,Chloe didn’t discuss the claim that the chef burned the steak during the dinner service.,1216,,negation_pre
2049,274,1,NA,18,base,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,,negation_pre
2050,274,1,NA,20,negated,Were there lecture slides online?,1,The professor didn't update the lecture slides online.,3016,,negation_pre
2051,274,0,11,22,base,Was there a claim that the gardener planted flowers near the fence?,1,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_pre
2052,274,1,NA,24,negated,Was there a new schedule on the board?,0,The teacher didn't post the new schedule on the board.,3013,,negation_pre
2053,274,1,NA,74,negated,Were there returned packages at the counter?,1,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
2054,274,0,1,76,base,Was there a claim that the bakery shop would serve donuts tomorrow?,1,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,,negation_post
2055,274,1,NA,78,base,Was there a practice field for the team?,1,The coach reserved the practice field for the team.,3019,,negation_post
2056,274,1,NA,80,base,Were there important documents in the office?,1,The journalist reviewed the important documents in the office.,3017,,negation_post
2057,274,0,6,82,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.5,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_post
2058,274,1,NA,84,negated,Was there a heavy suitcase?,1,Christine didn't buy the heavy suitcase.,3028,,negation_post
2059,274,1,NA,86,negated,Was there an old piano in the practice hall?,1,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
2060,274,0,13,88,negated,Was there a claim that the reporter misquoted the politician in the article?,0.51,Laura didn’t discuss the claim that the reporter misquoted the politician in the article.,1136,,negation_post
2061,274,1,NA,90,base,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,,negation_post
2062,274,1,NA,92,base,Was there silver jewelry in the display case?,1,Maria polished the silver jewelry in the display case.,3021,,negation_post
2063,274,0,3,94,base,Was there a claim that the airline canceled the morning flight to Chicago?,1,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_post
2064,274,1,NA,96,negated,Was there a missing wallet under the table?,0.51,Frank didn't find the missing wallet under the table.,3031,,negation_post
2065,205,1,NA,2,negated,Was there an ancient statue?,1,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
2066,205,0,12,4,base,Was there a claim that the café overcharged the customer for coffee?,1,The manager discussed the claim that the café overcharged the customer for coffee.,1125,,negation_pre
2067,205,1,NA,6,base,Were there fresh vegetables at the supermarket?,1,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
2068,205,1,NA,8,negated,Was there a rare bird near the lake?,1,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
2069,205,0,5,10,negated,Was there a claim that the neighbor played loud music after midnight?,1,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_pre
2070,205,1,NA,12,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
